sidechain_smiles,monomer_smiles,linkage,source,compound_type,molecular_weight,delta_D,delta_P,delta_H,n_unmatched_atoms,has_si,n_si_atoms,used_2nd_order,approx_ring_correction,hsp_error,delta_D_corr,delta_P_corr,delta_H_corr,Ra_Water,RED_Water,Ra_Diiodomethane,RED_Diiodomethane,Ra_n_Hexadecane,RED_n_Hexadecane,Ra_PTFE,RED_PTFE
Nc1c(O)cc(C(=O)O)cc1O,O=C(O)c1cc(O)c(NC(=O)c2cc(O)c(NC(=O)[C@H]3[C@@H](C(=O)O)[C@@H]4C=C[C@@H]3C4)c(O)c2)c(O)c1,amide,Ambeed,"diol,monoamine",169.136,23.7186,6.841,47.4885,0,False,0,True,True,,23.7186,6.841,47.4885,19.51894866764089,1.0965701498674656,43.72416856945367,6.246309795636238,50.22050793341302,10.044101586682604,52.79768079272043,7.54252582753149
OCC(CO)NCC1(O)CCC1,O=C([C@@H]1[C@H](C(=O)N(CC2(O)CCC2)C(CO)CO)[C@@H]2C=C[C@@H]1C2)N(CC1(O)CCC1)C(CO)CO,amide,Combi-Blocks,monoamine,175.228,20.1661,17.9476,47.4449,0,False,0,True,True,,20.1661,17.9476,47.4449,10.832963519277632,0.6085934561391928,44.48711519766144,6.3553021710944915,51.31200442986027,10.262400885972054,52.87821364806115,7.554030521151593
Nc1cc(-c2ccc(C(=O)O)c(O)c2)ccc1-c1ccc(C(=O)O)c(O)c1,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)c(O)c3)c(NC(=O)c3ccc(-c4ccc(-c5ccc(C(=O)O)c(O)c5)c(NC(=O)[C@H]5[C@@H](C(=O)O)[C@@H]6C=C[C@@H]5C6)c4)cc3O)c2)cc1O,amide,Ambeed,"diol,monoamine",365.341,28.6706,6.5964,46.9339,0,False,0,True,True,,28.6706,6.5964,46.9339,28.35065324838213,1.5927333285607939,46.86916277905975,6.695594682722821,53.46429125696889,10.692858251393778,57.15368509212683,8.164812156018119
Nc1cc(C(=O)O)c(O)c(Cl)c1O,O=C(O)c1cc(NC(=O)c2cc(NC(=O)[C@H]3[C@@H](C(=O)O)[C@@H]4C=C[C@@H]3C4)c(O)c(Cl)c2O)c(O)c(Cl)c1O,amide,Sigma-Aldrich,"diol,monoamine",203.581,24.7051,7.807,46.6969,0,False,0,True,True,,24.7051,7.807,46.6969,20.62506830655356,1.1587117026153684,43.62534633272268,6.232192333246097,50.240745840900885,10.048149168180178,53.08520907606939,7.5836012965813415
CNCC(O)(C(=O)O)C(=O)O,CN(CC(O)(C(=O)O)C(=O)N(C)CC(O)(C(=O)O)C(=O)O)C(=O)[C@H]1[C@@H](C(=O)O)[C@@H]2C=C[C@@H]1C2,amide,Sigma-Aldrich,"monoalcohol,monoamine",163.129,16.6096,17.1238,45.3995,0,False,0,True,True,,16.6096,17.1238,45.3995,3.974251543372669,0.22327255861644207,42.10115432301115,6.014450617573021,48.52548336008618,9.705096672017236,49.14752298264889,7.021074711806984
NC(=S)c1ccc(O)c(O)c1,O=C(NC(=S)c1ccc(O)c(O)c1)[C@@H]1[C@H](C(=O)NC(=S)c2ccc(O)c(O)c2)[C@@H]2C=C[C@@H]1C2,amide,Sigma-Aldrich,"diol,monoamine",169.205,23.6047,4.6406,45.1075,0,False,0,True,True,,23.6047,4.6406,45.1075,19.991565045538586,1.1231216317718307,41.280512508567526,5.897216072652504,47.640909867150945,9.52818197343019,50.317707151359755,7.18824387876568
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,O=C(O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H]1[C@@H](C(=O)O)[C@@H]2C=C[C@@H]1C2,amide,Sigma-Aldrich,monoamine,303.275,17.9065,43.526,44.8935,0,False,0,True,True,,17.9065,43.526,44.8935,28.0637112166228,1.57661298969791,55.875872138607384,7.982267448372483,62.61199874824314,12.522399749648628,63.39061119164257,9.055801598806081
O=C(CC(=O)Nc1ccc(O)c(C(=O)O)c1)Nc1ccc(O)c(C(=O)O)c1,O=C(CC(=O)Nc1ccc(OC(=O)[C@@H]2[C@H](C(=O)Oc3ccc(NC(=O)CC(=O)Nc4ccc(O)c(C(=O)O)c4)cc3C(=O)O)[C@@H]3C=C[C@@H]2C3)c(C(=O)O)c1)Nc1ccc(O)c(C(=O)O)c1,ester,Sigma-Aldrich,diol,374.305,24.0759,22.0826,44.1519,0,False,0,True,True,,24.0759,22.0826,44.1519,18.292397317191643,1.027662770628744,44.521051196147646,6.360150170878235,51.75799435459222,10.351598870918444,54.356930557289566,7.7652757938985095
O=S(=O)(O)CCNC(CO)(CO)CO,O=C([C@@H]1[C@H](C(=O)N(CCS(=O)(=O)O)C(CO)(CO)CO)[C@@H]2C=C[C@@H]1C2)N(CCS(=O)(=O)O)C(CO)(CO)CO,amide,Sigma-Aldrich,monoamine,229.254,21.3795,46.6432,43.9829,2,False,0,True,True,,21.3795,46.6432,43.9829,32.86505651371986,1.8463514895348234,57.95831277435533,8.279758967765046,64.90985194598737,12.981970389197475,66.4185100679773,9.488358581139613
Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c2c1O,Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)OC(=O)[C@@H]3[C@H](C(=O)OS(=O)(=O)c4cc(O)c5c(O)c(N)c(S(=O)(=O)O)cc5c4)[C@@H]4C=C[C@@H]3C4)cc(O)c2c1O,ester,Sigma-Aldrich,"diol,monoamine",335.315,30.1105,47.5078,43.2097,4,False,0,True,True,,30.1105,47.5078,43.2097,42.98180843019521,2.4147083387750117,62.688558253719634,8.955508321959949,69.90700162308494,13.981400324616988,73.05183964781449,10.435977092544928
O=S(=O)(O)CCCNC(CO)(CO)CO,O=C([C@@H]1[C@H](C(=O)N(CCCS(=O)(=O)O)C(CO)(CO)CO)[C@@H]2C=C[C@@H]1C2)N(CCCS(=O)(=O)O)C(CO)(CO)CO,amide,Sigma-Aldrich,monoamine,243.281,21.3987,46.015,43.2075,2,False,0,True,True,,21.3987,46.015,43.2075,32.26301951166381,1.8125291860485289,56.98536082196901,8.140765831709858,63.93946549674935,12.78789309934987,65.47471120982513,9.353530172832162
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,O=C(O)CN(CC(=O)O)CC(CN(CC(=O)O)CC(=O)O)OC(=O)CN(CC(=O)O)CC(CN(CC(=O)O)CC(=O)O)OC(=O)[C@H]1[C@@H](C(=O)O)[C@@H]2C=C[C@@H]1C2,ester,Sigma-Aldrich,monoalcohol,322.27,21.3326,25.9059,42.7154,0,False,0,True,True,,21.3326,25.9059,42.7154,15.30935344846411,0.860076036430568,43.808249029263884,6.25832128989484,50.96105672972255,10.19221134594451,52.85648666918754,7.550926667026792
NCCCCNC(=O)/C=C/c1ccc(O)c(O)c1,O=C(/C=C/c1ccc(O)c(O)c1)NCCCCNC(=O)[C@@H]1[C@H](C(=O)NCCCCNC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H]2C=C[C@@H]1C2,amide,Ambeed,"diol,monoamine",250.298,23.9347,8.2772,42.6515,0,False,0,True,True,,23.9347,8.2772,42.6515,18.55645031922862,1.042497208945428,39.36917586704095,5.62416798100585,46.05232967451267,9.210465934902533,48.913560782772706,6.987651540396101
O=C(NO)c1ccc(O)c(O)c1,O=C(NOC(=O)[C@@H]1[C@H](C(=O)ONC(=O)c2ccc(O)c(O)c2)[C@@H]2C=C[C@@H]1C2)c1ccc(O)c(O)c1,ester,Sigma-Aldrich,diol,169.136,22.4007,5.1356,42.4103,2,False,0,True,True,,22.4007,5.1356,42.4103,17.564908067223126,0.9867925880462429,38.059988379005055,5.437141197000722,44.42839289699775,8.88567857939955,46.91931644227141,6.702759491753058
O=C1c2c(O)ccc(Nc3ccc(CCO)cc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,O=C1c2c(O)ccc(N(C(=O)[C@@H]3[C@H](C(=O)N(c4ccc(CCO)cc4)c4ccc(O)c5c4C(=O)c4c([N+](=O)[O-])ccc(O)c4C5=O)[C@@H]4C=C[C@@H]3C4)c3ccc(CCO)cc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,amide,Sigma-Aldrich,monoamine,420.377,29.155,10.3014,42.2745,6,False,0,True,True,,29.155,10.3014,42.2745,27.89822202596431,1.5673158441552981,43.69308723596903,6.241869605138433,50.53965069339123,10.107930138678245,54.55566232949611,7.7936660470708725
N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,N#CC(C#N)=C(NC(=O)[C@@H]1[C@H](C(=O)NC(=C(C#N)C#N)/C(C#N)=C/c2cc(O)c(O)c(O)c2)[C@@H]2C=C[C@@H]1C2)/C(C#N)=C/c1cc(O)c(O)c(O)c1,amide,Sigma-Aldrich,monoamine,268.232,26.7497,32.5656,41.5489,0,False,0,True,True,,26.7497,32.5656,41.5489,27.9500671721912,1.5702284928197303,49.41283573050631,7.0589765329294725,56.7768818704409,11.35537637408818,59.8030574045341,8.543293914933443
COC(=O)c1cc(N)c(O)cc1O,COC(=O)c1cc(NC(=O)[C@@H]2[C@H](C(=O)Nc3cc(C(=O)OC)c(O)cc3O)[C@@H]3C=C[C@@H]2C3)c(O)cc1O,amide,Combi-Blocks,"diol,monoamine",183.163,24.1331,13.698,41.3357,0,False,0,True,True,,24.1331,13.698,41.3357,17.445651060651187,0.9800927562163588,39.25087032066933,5.607267188667047,46.27856005679087,9.255712011358174,49.18473747952712,7.026391068503875
CC(CCC(=O)O)(c1ccc(O)c(N)c1)c1ccc(O)c(N)c1,CC(CCC(=O)O)(c1ccc(O)c(N)c1)c1ccc(OC(=O)CCC(C)(c2ccc(O)c(N)c2)c2ccc(OC(=O)[C@H]3[C@@H](C(=O)O)[C@@H]4C=C[C@@H]3C4)c(N)c2)c(N)c1,ester,Sigma-Aldrich,diol,316.357,30.2369,15.3101,40.8059,0,False,0,True,True,,30.2369,15.3101,40.8059,29.519708387109787,1.6584105835454936,44.669932653407926,6.381418950486847,51.73460508460464,10.346921016920927,55.9436509646984,7.991950137814057
CNCC(O)(C(=O)O)C(=O)O,CNCC(OC(=O)[C@@H]1[C@H](C(=O)OC(CNC)(C(=O)O)C(=O)O)[C@@H]2C=C[C@@H]1C2)(C(=O)O)C(=O)O,ester,Sigma-Aldrich,"monoalcohol,monoamine",163.129,16.7809,12.6014,40.7577,0,False,0,True,True,,16.7809,12.6014,40.7577,4.526807980243914,0.25431505506988283,36.372709969013854,5.196101424144836,42.67212732557401,8.534425465114802,43.43501318625332,6.205001883750475
