smiles,compound_type,reason
CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1,monoamine,no free amine NH found
C1C(CN1CC2=CC=C(C=C2)OCC3=CC(=C(C=C3)Cl)Cl)C(=O)O,monoamine,no free amine NH found
C1COCCN1C2=C(C(=O)N(C2=O)C3=CC(=C(C=C3)Cl)Cl)Cl,monoamine,no free amine NH found
CC1=C(C=CC=C1Cl)S(=O)(=O)NC2=NC(=CS2)CC(=O)N3CCN(CC3)C,monoamine,no free amine NH found
CCCCN1CCC(CC1)CNC(=O)C2=C3N(CCCO3)C4=CC=CC=C42,monoamine,no free amine NH found
CCCC(=O)C1CCN(CC1)C2=NC=NC3=C2CN(CC3)C(=O)C4=CC=C(C=C4)C5=CC=CC=C5,monoamine,no free amine NH found
CC(=O)C1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC4=C(C=C3)OCO4,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)CN(C3=CC=CC(=C3)/C=C/C(=O)OC)C(=O)C4CCCCC4,monoamine,no free amine NH found
CCOC(=O)CSC1=NC2=C(C(=O)N1CCCN3CCCC3)SC4=CC=CC=C42,monoamine,no free amine NH found
CC1=C(C(=NO1)C(=O)N2CCN(CC2)C(C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)[N+](=O)[O-],monoamine,no free amine NH found
C1CCN(CC1)C2=C3C=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCCCC(=O)O,monoamine,no free amine NH found
C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=CC=C3)Br,monoamine,no free amine NH found
CCCCCCCCNC(=O)/C(=C\C1=C(N(C2=CC=CC=C21)CCCN(C)C)C)/C#N,monoamine,no free amine NH found
C1CC(=O)N(C1=O)OC(=O)N2CCN(CC2)C(C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl,monoamine,no free amine NH found
CN(C)CCC1=CNC2=CC=CC=C21,monoamine,no free amine NH found
CN(C)CCNC(=O)C1=CC=CN2C1=NC3=CC4=CC=CC=C4C=C3C2=O,monoamine,no free amine NH found
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,monoamine,no free amine NH found
C1CCN(C1)C2=CC=CC(=N2)C3=CC(=CC=C3)NC(=O)NC4=CC=C(C=C4)Cl,monoamine,no free amine NH found
C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)Cl,monoamine,no free amine NH found
CC(C)(C)C1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=C(C=CC=N3)Cl,monoamine,no free amine NH found
CCCCOC1=C(C=C(C=C1)C2=CC(=CN=C2)C(=O)NCC3=C(N=CC=C3)N4CCOCC4)Cl,monoamine,no free amine NH found
CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)/C(=N\O)/CC5,monoamine,no free amine NH found
CC1=CC(=NC2=CC=CC=C12)N3CCCCC3,monoamine,no free amine NH found
CN1CCN(CC1)C(=O)/C=C/C2=CC=C(O2)[N+](=O)[O-],monoamine,no free amine NH found
C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C2=CC(=CC=C2)NC(=O)N(C)C,monoamine,no free amine NH found
C1COCCN1CCCNC(=O)C2=C3N=C(C=C(N3N=C2)C4=CC=CC=C4)C5=CC=CC=C5,monoamine,no free amine NH found
CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O,monoamine,no free amine NH found
CC1=C(C2=C(N1)C=CC(=C2)Cl)CCN(C)C,monoamine,no free amine NH found
C1CN(CCN1CC2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)OC4=CC=C(C=C4)[N+](=O)[O-],monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CC2=CC=C(C=C2)NC(=O)CC3=NN(C(=O)C4=CC=CC=C43)C,monoamine,no free amine NH found
CCCCCN(CCCCC)C1=CC=C(C=C1)/C=C/C=C\C2=CC=[N+](C=C2)CCCCS(=O)(=O)O,monoamine,no free amine NH found
C1CN(CCN1CC2=CC=CC=C2)S(=O)(=O)C3=C(C=C(C=C3)Cl)[N+](=O)[O-],monoamine,no free amine NH found
CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,monoamine,no free amine NH found
C1COCCN1C2=NC=NC3=C2C(=CN3)C4=CC=CC(=C4)C#N,monoamine,no free amine NH found
CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,monoamine,no free amine NH found
CC1=CC2=C(C(=C1C3=C(ON=C3C)C)C)N=C(N2CCN4CCOCC4)CCC5=CC=C(C=C5)OC,monoamine,no free amine NH found
CN1C2=C(C=C(C(=C2)NC(=O)C3=CC=CC=C3OC)N4CCCC4)N(C1=O)C,monoamine,no free amine NH found
CCCS(=O)(=O)NC1CC(C1)N(C)C2=NC=NC3=C2C=CN3,monoamine,no free amine NH found
CC(C)(C)CC(=O)NC1=C(N=C(N=C1OC)N2CCC(CC2)OC)OC,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=NC(=CS2)Br,monoamine,no free amine NH found
C1CN(CCN1C2COC2)C(=O)OCC3=CC=CC=C3,monoamine,no free amine NH found
CCOC(=O)C1=CC(=C(C(=C1)I)N=CN(C)C)I,monoamine,no free amine NH found
CC(C)(C)OC(=O)NCC1CCN(CC1)C2=NC=NC3=CC(=C(C=C32)OC)OC,monoamine,no free amine NH found
CCOC(=O)C1=C2N(CCN2C(=O)C=C1)CC3=CC=CC=C3,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=NC=C(C=C2)C(=O)NCC3=CC=CC=C3,monoamine,no free amine NH found
C1CN(CCC1C2=NN=C(O2)CCl)C3=NC=CC=N3,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)CN2CCC(CC2)CC3=CC=CC=C3,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=NC3=C(O2)C=CC(=C3)Cl,monoamine,no free amine NH found
C1CN(C2(CC1C2)C(=O)O)CC3=CC=CC=C3,monoamine,no free amine NH found
CC1=NOC(=C1)/C(=C\N(C)C)/C(=O)C2CCN(CC2)C(=O)OC(C)(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)CN2CCC3=CC=CC=C3C2,monoamine,no free amine NH found
CC1(CN(CCC1=O)CC2=CC=CC=C2)C,monoamine,no free amine NH found
COC1=CC(=CC=C1)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4,monoamine,no free amine NH found
CC1=CC=C(C=C1)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4,monoamine,no free amine NH found
CC(C)(C)OC(=O)CS(=O)(=O)N1CCN(CC1)CC2=CC=CC=C2,monoamine,no free amine NH found
CC(C)CN(CC(=O)O)CC(=O)OC(C)(C)C,monoamine,no free amine NH found
C1C(CN1C(C2=CC=CC=C2)C3=CC=CC=C3)OC4=CC=CC5=CC=CC=C54,monoamine,no free amine NH found
CC(C)(C)OC(=O)C1CN(C1)CC2=CC=C(C=C2)C(=O)OC,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=CC(=C(C=C1)OCC2=CC=CC=C2)C(=O)OC,monoamine,no free amine NH found
CC(=O)/C(=C\N(C)C)/NC(=O)OC(C)(C)C,monoamine,no free amine NH found
CN(C)/C=N\S(=O)(=O)C1=CC=C(C=C1)C=O,monoamine,no free amine NH found
C1CN(CCC12C(=O)N(C(=O)O2)C3=CC=CC=C3)CC4=CC=CC=C4,monoamine,no free amine NH found
C1CN(CC2=C1N=CN=C2Br)CC3=CC=CC=C3,monoamine,no free amine NH found
CCCCCCCCCCCCCCCCCCN(C)C,monoamine,no free amine NH found
CN(C)CC1=NC(=CC=C1)C2=CC=C(C=C2)C(=O)O,monoamine,no free amine NH found
CC(C)(C)OC(=O)N(C)CCCN(C)C1=NC(=CC(=C1)C(=O)OC)OC,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)N2CCN(CC2)C(=O)C3=CC=CC(=C3)C#N,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC2=NC(=NC=C2C1)N3CCCC3,monoamine,no free amine NH found
COC1=CC=C(C=C1)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4,monoamine,no free amine NH found
C1CN(CC2=C1C(=NC=N2)Br)CC3=CC=CC=C3,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC2=C(C1)C(=O)NC(=N2)N(C)C,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)C(=O)/C(=C/N(C)C)/C#N,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)C#N,monoamine,no free amine NH found
CC(C)(C)OC(=O)NC1CCN(CC1)C2=CC(=NC3=CC=CC=C32)C(=O)OC,monoamine,no free amine NH found
CCN(CC)C1(CCCC1)S(=O)(=O)O,monoamine,no free amine NH found
CCN(CC)C1(CCCCC1)S(=O)(=O)O,monoamine,no free amine NH found
CN(C)CC1=CC=CC=C1CC2=CC=CC=C2,monoamine,no free amine NH found
CC(=O)C1=CC(=CS1)CN2CCOCC2,monoamine,no free amine NH found
CC(C)(C)OC(=O)CN(CC1=CC=C(C=C1)OC)CC(=O)O,monoamine,no free amine NH found
C1CCN(CC1)CC2=CC=C(C=C2)C3=NC=CN3,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CC(C1)N2CCCCC2,monoamine,no free amine NH found
C1COCCN1CC2=CN=C3N2C=CC=C3C(=O)O,monoamine,no free amine NH found
CCOC(=O)C1=CSC(=N1)CN2CCCC2,monoamine,no free amine NH found
CCN(CC)CC1=NC(=CS1)C(=O)OCC,monoamine,no free amine NH found
CCOC(=O)C1=CSC(=N1)CN2CCCCC2,monoamine,no free amine NH found
C1CCN(C1)C2=CC=C(C=C2)C(=O)CBr,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1C/C(=C\N(C)C)/C(=O)C1,monoamine,no free amine NH found
C1CCN(C1)CC2=CC=C(C=C2)Br,monoamine,no free amine NH found
CN(C)CC1(CCCC1)C=O,monoamine,no free amine NH found
[C-]#[N+]CCCN1CCOCC1,monoamine,no free amine NH found
C1C(CN1C(C2=CC=CC=C2)C3=CC=CC=C3)OC4=CC=CC=C4,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=C(C(=O)NN=C2)Cl,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)(C2=CC=CC=C2)C(=O)/C=C/N(C)C,monoamine,no free amine NH found
CCOC(=O)CN(C)C1=NC=C(C=C1)[N+](=O)[O-],monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)(C2=CC(=CC=C2)Cl)C(=O)/C=C/N(C)C,monoamine,no free amine NH found
CN1C2=C(C(=N1)C3=CC(=CC=C3)Br)C(=NC=N2)N4CC5=CC=CC=C5C4,monoamine,no free amine NH found
CC1=C(C(=NN1CCN(C)C)C)C=O,monoamine,no free amine NH found
CN(CCC(=O)OC)CCC(=O)OC,monoamine,no free amine NH found
C1C(=O)NCN1CC2=CC=CC=C2,monoamine,no free amine NH found
CC(=O)CCCN(C)C,monoamine,no free amine NH found
CN(C)/C=C/C1=CC=NC=C1,monoamine,no free amine NH found
[C-]#[N+]CCN1CCCCC1,monoamine,no free amine NH found
COC(CN1CC2=CC=CC=C2C1)OC,monoamine,no free amine NH found
CCN(C)C1=C(C(=NN1C)C)C=O,monoamine,no free amine NH found
CC(C)(C)OC(=O)NCC1CCN(CC1)C2=NC=CN=C2Cl,monoamine,no free amine NH found
CN(C)/C=C(/C1=CC=NC=C1)\[N+]#[C-],monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(CC1)NC(=O)CN(C)C,monoamine,no free amine NH found
CC(=O)C1=CC(=CS1)CN(C)C,monoamine,no free amine NH found
CCN(CC)C1=NC=C(S1)C=O,monoamine,no free amine NH found
CC(C)(C)OC(=O)C1=NC(=CC=C1)N2CCOCC2,monoamine,no free amine NH found
CCCCN(C)CC1=NC=C(C=C1)C(=O)O,monoamine,no free amine NH found
CC(C)CN(C)CC1=NC=C(C=C1)C(=O)O,monoamine,no free amine NH found
CC(C)N(C)CC1=NC=C(C=C1)C(=O)O,monoamine,no free amine NH found
CC(C)CCN1CCC2=C(C1)C=C(C=C2)C(=O)O,monoamine,no free amine NH found
CN1C(=CC(=N1)CN(C)C2CCCCC2)C(=O)O,monoamine,no free amine NH found
CN(CC1=NC=C(C=C1)C(=O)O)C2CCCCC2,monoamine,no free amine NH found
C1CCN(C1)CC2=NC=C(C=C2)C(=O)O,monoamine,no free amine NH found
C1CCN(CC1)CC2=NC=C(C=C2)C(=O)O,monoamine,no free amine NH found
C1CCCN(CC1)CC2=NC=C(C=C2)C(=O)O,monoamine,no free amine NH found
CCN(CC1=NC=C(C=C1)C(=O)O)C(C)C,monoamine,no free amine NH found
CCN(CC)CC1=NC=C(C=C1)C(=O)O,monoamine,no free amine NH found
CN1C(=CC(=N1)C(=O)O)CN(C)C2CCCCC2,monoamine,no free amine NH found
C1COCCN1C2=NC(=NC3=CC=CC=C32)CCl,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2CCOCC2,monoamine,no free amine NH found
CC1(C([N+](=C(N1[O])C2=CC=CC=C2)[O-])(C)C)C,monoamine,no free amine NH found
C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)CCC#N,monoamine,no free amine NH found
CCC(=O)NC1=CC=C(C=C1)C(=O)NCCN(CC)CC,monoamine,no free amine NH found
C1CN(C2=NC3=CC=CC=C3C(=C21)NC(=O)CC4=CC=CC=C4)CC5=CC=CC=C5,monoamine,no free amine NH found
CN(CC1=CC=CC=C1)CC2=CC=C(O2)C(=O)O,monoamine,no free amine NH found
C1CCN(CC1)C2=NC3=C(O2)C=CC(=C3)C(=O)O,monoamine,no free amine NH found
C1CCC2=C(C1)C(=O)NC(=N2)N3CCC(=O)CC3,monoamine,no free amine NH found
CCC1=C(N=C(NC1=O)N2CCC(=O)CC2)C,monoamine,no free amine NH found
CCCCN1CCC2=C(C1)C=C(C=C2)C(=O)O,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCN(CC1)C2=C(C=CC=N2)I,monoamine,no free amine NH found
[C-]#[N+]C1=CC=C(C=C1)N2CCOCC2,monoamine,no free amine NH found
CC1=CC(=O)C2=C(N1)C=CC(=C2)N(C)C,monoamine,no free amine NH found
CN1CCOC2=C1C=C(C=C2)S(=O)(=O)Cl,monoamine,no free amine NH found
CN1CCC(CC1)OC2=CC=C(C=C2)C#N,monoamine,no free amine NH found
C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C3=CC(=CC=C3)Br,monoamine,no free amine NH found
CN1CCC2=C1C=CC(=C2)C=O,monoamine,no free amine NH found
CC1=C(C=CC(=C1)C(=O)O)N(C)C,monoamine,no free amine NH found
C1COCCN1CC2=NC3=CC=CC=C3C(=O)N2,monoamine,no free amine NH found
C1CCN(C1)CC2=NC3=CC=CC=C3C(=O)N2,monoamine,no free amine NH found
CC1=CC2=C(C=C1)N(CC(=O)O2)CC(=O)O,monoamine,no free amine NH found
CC1=CC2=C(C=C1)OC(=O)CN2CC(=O)O,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)CCC#N,monoamine,no free amine NH found
C1COCCN1CC2=CC=C(C=C2)C#N,monoamine,no free amine NH found
CCOC(=O)CN1CCC(CC1)C(=O)N,monoamine,no free amine NH found
CN(CC1=CC=CC=C1)C2=NC(=NC3=CC=CC=C32)Cl,monoamine,no free amine NH found
CN(CC(=O)O)C1=NC=NC2=CC=CC=C21,monoamine,no free amine NH found
COC1=C(C=CC(=C1)C=O)OCCN2CCOCC2,monoamine,no free amine NH found
CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,monoamine,no free amine NH found
C1C(=N)N=C2C=CC(=CC2=C(N1O)C3=CC=CC=C3)Cl,monoamine,no free amine NH found
CN(CCCC(=O)C1=CN=CC=C1)N=O,monoamine,no free amine NH found
CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N3CCN(CC3)C4=C(C=C(C=C4)[N+](=O)[O-])Cl,monoamine,no free amine NH found
CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)OC,monoamine,no free amine NH found
CCCCN(CCCC)N=O,monoamine,no free amine NH found
C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,monoamine,no free amine NH found
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],monoamine,no free amine NH found
CCC1=C(NC2=C1C=C(C=C2)Cl)C(=O)NCCC3=CC=C(C=C3)N4CCCCC4,monoamine,no free amine NH found
C1CCN(CC1)CC(=O)N,monoamine,no free amine NH found
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
C1C2=C(C=CC3=CC=CC=C23)OCN1C4=CC=C(C=C4)C(=O)O,monoamine,no free amine NH found
CC1CCN(CC1)CN2C3=CC=CC=C3C(=O)C2=O,monoamine,no free amine NH found
CN(C)CCC1=CNC2=C1C=C(C=C2)OC,monoamine,no free amine NH found
COC1=CC2=C(C=C1)NC=C2CCN(CC=C)CC=C,monoamine,no free amine NH found
CN1CCCCC1,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,monoamine,no free amine NH found
C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,monoamine,no free amine NH found
CN1CCCC2=C1C=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
C1CCN(C1)C2=NC=C(C=C2)C=O,monoamine,no free amine NH found
C/C(=C\C(=O)C1=CC=CC=N1)/N(C)C,monoamine,no free amine NH found
C/C(=C\C(=O)C1=CC=CS1)/N(C)C,monoamine,no free amine NH found
CC1=CC2=C(C=C1)NC=C2CCN(C)C,monoamine,no free amine NH found
CCOC(=O)/C=C/N(C)C,monoamine,no free amine NH found
CN(C)CCCC(=O)O,monoamine,no free amine NH found
C1CN(CCN1C2=C3C=CC(=CC3=NC=C2)Cl)S(=O)(=O)C4=CC=C(C=C4)Cl,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=NC(=CC=C1)Br,monoamine,no free amine NH found
CC(C)(C)OC(=O)N1CCC(=O)/C(=C/N(C)C)/C1,monoamine,no free amine NH found
C/C(=C\C(=O)C1=CC=CC=C1)/N(C)C,monoamine,no free amine NH found
CCN(CC)CC(=C)C(=O)O,monoamine,no free amine NH found
C1CCN(C1)C2=CC=C(C=C2)C#N,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2OC)OC)OC,monoamine,no free amine NH found
CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C=O,monoamine,no free amine NH found
CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,monoamine,no free amine NH found
CN1CCN(CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)Cl,monoamine,no free amine NH found
C1CN(CCN1C2=NC(=NS2)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,monoamine,no free amine NH found
C1COCCN1CCN2C3=CC=CC=C3N=C2NC(=O)C4=CC(=CC=C4)[N+](=O)[O-],monoamine,no free amine NH found
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C#N,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C(=O)N,monoamine,no free amine NH found
C1CN(CCC1NC(=O)C2=CC=CO2)CC3=CC=CC=C3,monoamine,no free amine NH found
CC(C)(C)OC(=O)CN(CC1=CC=C(C=C1)Cl)CC2=CC=C(S2)[N+](=O)[O-],monoamine,no free amine NH found
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,monoamine,no free amine NH found
C1CCN(CC1)C2=C(C=CC=N2)C#N,monoamine,no free amine NH found
C1CN(CCC1=O)C2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
C1CN(CCC1CC2=CC=CC=C2)C3=C4C=CSC4=NC=N3,monoamine,no free amine NH found
C1COCCN1C2=C(C=CC=N2)C#N,monoamine,no free amine NH found
C1COCCN1C2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)[N+](=O)[O-],monoamine,no free amine NH found
C1CCN(C1)C2=CC=CC=N2,monoamine,no free amine NH found
CCOC(=O)C1CCN(CC1)C2=NC=CN=C2,monoamine,no free amine NH found
C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=CC=C5)N=C3,monoamine,no free amine NH found
CCCCN(CCCC)C1=CC2=C(C=C1)C=C(C=C2)/C=C/C3=CC=[N+](C=C3)CCCS(=O)(=O)O,monoamine,no free amine NH found
CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,monoamine,no free amine NH found
C1=CC=C(C=C1)CN(CC2=CC=CC=C2)CC(=O)N,monoamine,no free amine NH found
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)I,monoamine,no free amine NH found
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)Br,monoamine,no free amine NH found
C1C(=O)N=C2C=CC(=CC2=C(N1O)C3=CC=CC=C3)Cl,monoamine,no free amine NH found
[2H]C([2H])([2H])N(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,monoamine,no free amine NH found
CN(C)/C=C/C(=O)C1=NC=CC(=C1)C(=O)OC,monoamine,no free amine NH found
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,monoamine,no free amine NH found
CCN(C(C)C)C(C)C,monoamine,no free amine NH found
B(C1=CC2=C(C=C1)OCCN2C)(O)O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)S(=O)(=O)N3CCN(CC3)C,monoamine,no free amine NH found
CCCCCCOC1=NSN=C1C2=CCCN(C2)C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)N(CC)CC,monoamine,no free amine NH found
CN(C)C1=NC(=C(C=C1)C=O)Cl,monoamine,no free amine NH found
C1COCCN1C2=C(C=C(C=N2)Br)Cl,monoamine,no free amine NH found
CN(C)C1=CC=C(C=C1)C(=O)NCC#C,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CCCN(C2)CC3=CC=CC=C3,monoamine,no free amine NH found
CN(C)C1=C(C=CC(=C1)Br)C=O,monoamine,no free amine NH found
CCN(C1=CC=CC=C1)C2=CC=C(C=C2)C(=O)O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CCN(CC2)CC3=CC=CC=C3,monoamine,no free amine NH found
CN(CC1=CC=CC=C1Br)C2CCCC2,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=NC3=C(O2)C=CC(=C3)S(=O)(=O)N,monoamine,no free amine NH found
CC1=NC2=C(C=C1)OC(=N2)N3CCC(CC3)C(=O)O,monoamine,no free amine NH found
CN(C)CCOC1=CC=CC(=C1)C=O,monoamine,no free amine NH found
C1COCCN1C2=CN=CC(=N2)Br,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=CC=CC=C2,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=NC3=C(O2)C=CC=N3,monoamine,no free amine NH found
CCN(C)C1=CC=C(C=C1)C=O,monoamine,no free amine NH found
B(C1=CC=C(C=C1)N2CCN(CC2)C(=O)OC(C)(C)C)(O)O,monoamine,no free amine NH found
CN(C)C1=CC=C(C2=NSN=C12)C=O,monoamine,no free amine NH found
CN(C)C/C=C/C(=O)O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CN=C(N=C2)N3CCCC3,monoamine,no free amine NH found
CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,monoamine,no free amine NH found
C=C(CN1CCCC1)C(=O)O,monoamine,no free amine NH found
CN(C)CCN1C=C(C2=CC=CC=C21)C=O,monoamine,no free amine NH found
CN(C)CC1=C(C=CC(=C1)C=O)OC,monoamine,no free amine NH found
C1COCCN1CCOC2=CC=C(C=C2)C=O,monoamine,no free amine NH found
CCN(CC)C1=CC(=C(C=C1)C=O)OCC,monoamine,no free amine NH found
C1CCN(CC1)C2=CC(=CC=C2)Br,monoamine,no free amine NH found
C1CC2=CC=CC=C2N(C1)CC(=O)O,monoamine,no free amine NH found
B(C1=C(C=CC(=C1)C=O)OCCN2CCOCC2)(O)O,monoamine,no free amine NH found
C1CN(CCC1C(=O)O)C2=CC=C(C=C2)[N+](=O)[O-],monoamine,no free amine NH found
COC1=CC=C(C=C1)N2CCCC2,monoamine,no free amine NH found
CN(C)C1=C(C=C(C=C1)C=O)C#N,monoamine,no free amine NH found
CN1CCCC2=C1C=CC(=C2)C(=O)O,monoamine,no free amine NH found
CCOC(=O)C1=CC=C(C=C1)N(C)C2=CSC(=N2)C3=CC=CC=C3,monoamine,no free amine NH found
B(C1=CN=C(C=C1)N2CCCC2)(O)O,monoamine,no free amine NH found
CCN(CC)CC1=CC=C(C=C1)C(=O)O,monoamine,no free amine NH found
CC1=CC2=CC=CC=C2C3=C1OP(OC4=C3C5=CC=CC=C5C=C4C)N(C)C,monoamine,no free amine NH found
B(C1=CN=C(N=C1)N2CCCCC2)(O)O,monoamine,no free amine NH found
B(C1=CN=C(N=C1)N2CCOCC2)(O)O,monoamine,no free amine NH found
B(C1=CN=C(C=C1)N2CCCCC2)(O)O,monoamine,no free amine NH found
C1CN(CCN1C2=NC3=C(C=CC=C3C4=CC=CC(=C4)C#N)C=C2)C(=O)C5=CC=CO5,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC=C2)N3CCCCC3,monoamine,no free amine NH found
B(C1=CN=C(N=C1)N2CCCC2)(O)O,monoamine,no free amine NH found
COC1=C(C=C(C=C1)C(=O)O)N2CCCC2,monoamine,no free amine NH found
C1COCCN1CCCC(=O)O,monoamine,no free amine NH found
B1(OC(C(O1)(C)C)(C)C)C2=CSC(=N2)N3CCCC3,monoamine,no free amine NH found
B(C1=CC=C(C=C1)OCCN2CCOCC2)(O)O,monoamine,no free amine NH found
B(C1=CC=CC=C1N2CCOCC2)(O)O,monoamine,no free amine NH found
CN(CC#C)CC1=CC=NC=C1,monoamine,no free amine NH found
C1COCCN1C2=NC=C(S2)C(=O)O,monoamine,no free amine NH found
C1COCCN1C2=C(C=CC=N2)C=O,monoamine,no free amine NH found
C1COCCN1C2=CC=CC(=N2)C(=O)O,monoamine,no free amine NH found
C1CCN(C1)CCCOC2=CC=CC=C2C(=O)O,monoamine,no free amine NH found
C1CCN(CC1)CCCOC2=CC=CC=C2C(=O)O,monoamine,no free amine NH found
C1CCN(CC1)C2=NC=C(S2)C(=O)O,monoamine,no free amine NH found
CN1CCOC2=C1N=CC(=C2)C(=O)O,monoamine,no free amine NH found
C#CCN1CCS(=O)(=O)CC1,monoamine,no free amine NH found
