sidechain_smiles,monomer_smiles,source,link,delta_D_corr,delta_P_corr,delta_H_corr,Ra_Water,Ra_Diiodomethane,Ra_n_Hexadecane,Ra_PTFE,RED_Water,RED_Diiodomethane,RED_n_Hexadecane,RED_PTFE
COC(=O)C1=C(C(=O)OC)SC(=C2C(=S)C(C)(C)Nc3ccc(C)cc32)S1,COC(=O)C1=C(C(=O)OC)SC(=C2C(=S)C(C)(C)N(C(=O)[C@@H]3[C@H](C(=O)N4c5ccc(C)cc5C(=C5SC(C(=O)OC)=C(C(=O)OC)S5)C(=S)C4(C)C)[C@@H]4C=C[C@@H]3C4)c3ccc(C)cc32)S1,Combi-Blocks,https://www.combi-blocks.com/cgi-bin/find.cgi?QY-4115,28.0803,58.3222,3.2173,62.862404062285115,58.22134354762006,62.98358440490665,66.0154871563484,3.5315957338362423,8.317334792517151,12.59671688098133,9.430783879478343
COC(=O)C1=C(C(=O)OC)SC(=C2C(=S)C(C)(C)Nc3cc(C)c(C)cc32)S1,COC(=O)C1=C(C(=O)OC)SC(=C2C(=S)C(C)(C)N(C(=O)[C@@H]3[C@H](C(=O)N4c5cc(C)c(C)cc5C(=C5SC(C(=O)OC)=C(C(=O)OC)S5)C(=S)C4(C)C)[C@@H]4C=C[C@@H]3C4)c3cc(C)c(C)cc32)S1,Combi-Blocks,https://www.combi-blocks.com/cgi-bin/find.cgi?QY-0612,28.0646,58.234,4.0182,62.2951335168326,58.10187036473095,62.936221207504985,65.9668736554947,3.4997266020692472,8.300267194961565,12.587244241500997,9.4238390936421
OCCNC(CO)(CO)CO,O=C([C@@H]1[C@H](C(=O)N(CCO)C(CO)(CO)CO)[C@@H]2C=C[C@@H]1C2)N(CCO)C(CO)(CO)CO,Sigma-Aldrich,https://www.sigmaaldrich.com/catalog/product/aldrich/cds003212?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,18.852,28.4598,57.9607,21.105633289006047,57.96322658832926,64.7723226118224,65.7327268301719,1.1857097353374184,8.280460941189896,12.95446452236448,9.390389547167414
O=S(=O)(O)CCNC(CO)(CO)CO,O=C([C@@H]1[C@H](C(=O)N(CCS(=O)(=O)O)C(CO)(CO)CO)[C@@H]2C=C[C@@H]1C2)N(CCS(=O)(=O)O)C(CO)(CO)CO,Sigma-Aldrich,https://www.sigmaaldrich.com/catalog/product/vetec/v900476?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,21.3795,46.6432,43.9829,32.86505651371986,57.95831277435533,64.90985194598737,66.4185100679773,1.8463514895348234,8.279758967765046,12.981970389197475,9.488358581139613
C[Si](C)(C)[Si](NC12CC3CC(CC(C3)C1)C2)([Si](C)(C)C)[Si](C)(C)C,C[Si](C)(C)[Si](N(C(=O)[C@@H]1[C@H](C(=O)N(C23CC4CC(CC(C4)C2)C3)[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)[C@@H]2C=C[C@@H]1C2)C12CC3CC(CC(C3)C1)C2)([Si](C)(C)C)[Si](C)(C)C,Ambeed,https://www.ambeed.com/products/2451224-01-2.html,16.2061,-48.245,-19.4926,89.1500967391511,57.912806430011656,52.034380447930765,52.504403897197044,5.008432401075904,8.273258061430237,10.406876089586152,7.500629128171006
Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NC(=O)[C@@H]2[C@H](C(=O)Nc3cc(Cl)c(S(N)(=O)=O)cc3S(N)(=O)=O)[C@@H]3C=C[C@@H]2C3)cc1Cl,Sigma-Aldrich,https://www.sigmaaldrich.com/catalog/product/sial/phr1192?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,26.7269,58.883,6.5341,60.18574936187137,57.81831739379831,62.807508518090415,65.55087982819148,3.3812218742624367,8.259759627685472,12.561501703618083,9.364411404027354
Cc1c(N)c(S(N)(=O)=O)cc(S(N)(=O)=O)c1Cl,Cc1c(Cl)c(S(N)(=O)=O)cc(S(N)(=O)=O)c1NC(=O)[C@@H]1[C@H](C(=O)Nc2c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c2C)[C@@H]2C=C[C@@H]1C2,Sigma-Aldrich,https://www.sigmaaldrich.com/catalog/product/aldrich/ph005925,26.71,58.7948,4.9631,61.05813138845637,57.71723944065586,62.56942758768055,65.31907277855375,3.430232100475077,8.245319920093694,12.51388551753611,9.331296111221963
CCOc1cc(C2C(C#N)=C(N)SC(N)=C2C#N)ccc1O,CCOc1cc(C2C(C#N)=C(N)SC(N)=C2C#N)ccc1OC(=O)[C@@H]1[C@H](C(=O)Oc2ccc(C3C(C#N)=C(N)SC(N)=C3C#N)cc2OCC)[C@@H]2C=C[C@@H]1C2,Sigma-Aldrich,https://www.sigmaaldrich.com/catalog/product/aldrich/r112399,26.2779,59.0312,5.9844,60.29228383831549,57.681738968585194,62.59975695192434,65.25283971169377,3.3872069572087353,8.2402484240836,12.519951390384868,9.32183424452768
CCc1ccc2c(c1)C(=C1SC(C(=O)OC)=C(C(=O)OC)S1)C(=S)C(C)(C)N2,CCc1ccc2c(c1)C(=C1SC(C(=O)OC)=C(C(=O)OC)S1)C(=S)C(C)(C)N2C(=O)[C@@H]1[C@H](C(=O)N2c3ccc(CC)cc3C(=C3SC(C(=O)OC)=C(C(=O)OC)S3)C(=S)C2(C)C)[C@@H]2C=C[C@@H]1C2,Combi-Blocks,https://www.combi-blocks.com/cgi-bin/find.cgi?QZ-8323,27.6346,57.8796,3.5479,62.00500156608336,57.484653075494855,62.261772535079665,65.22886477020737,3.4834270542743457,8.212093296499265,12.452354507015933,9.318409252886767
O=S(=O)(O)CCCNC(CO)(CO)CO,O=C([C@@H]1[C@H](C(=O)N(CCCS(=O)(=O)O)C(CO)(CO)CO)[C@@H]2C=C[C@@H]1C2)N(CCCS(=O)(=O)O)C(CO)(CO)CO,Sigma-Aldrich,https://www.sigmaaldrich.com/catalog/product/vetec/v900367?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,21.3987,46.015,43.2075,32.26301951166381,56.98536082196901,63.93946549674935,65.47471120982513,1.8125291860485289,8.140765831709858,12.78789309934987,9.353530172832162
Nc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O,O=C(Nc1ccc(S(=O)(=O)O)cc1S(=O)(=O)O)[C@@H]1[C@H](C(=O)Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)[C@@H]2C=C[C@@H]1C2,Ambeed,https://www.ambeed.com/products/137-51-9.html,25.8495,57.917,7.3257,58.3839459996496,56.394567739189206,61.423257569832614,64.02876049471831,3.2799969662724493,8.056366819884172,12.284651513966523,9.14696578495976
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,O=C(Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12)[C@@H]1[C@H](C(=O)Nc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(O)c23)[C@@H]2C=C[C@@H]1C2,Sigma-Aldrich,https://www.sigmaaldrich.com/catalog/product/aldrich/528765?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,28.4416,53.2936,22.2953,49.60786898557526,56.3452253992297,62.66547698126936,65.79118546803971,2.7869589317738908,8.04931791417567,12.533095396253872,9.39874078114853
Cc1cc(N)c(S(N)(=O)=O)cc1S(N)(=O)=O,Cc1cc(NC(=O)[C@@H]2[C@H](C(=O)Nc3cc(C)c(S(N)(=O)=O)cc3S(N)(=O)=O)[C@@H]3C=C[C@@H]2C3)c(S(N)(=O)=O)cc1S(N)(=O)=O,Sigma-Aldrich,https://www.sigmaaldrich.com/catalog/product/aldrich/ph005921,25.8317,57.8288,5.7547,59.26367826156253,56.27089088587456,61.161261441291416,63.77344949969384,3.3294201270540746,8.03869869798208,12.232252288258284,9.110492785670548
N#CC(C#N)=C(C#N)c1ccc(N(CCO)CCO)cc1,N#CC(C#N)=C(C#N)c1ccc(N(CCO)CCOC(=O)[C@@H]2[C@H](C(=O)OCCN(CCO)c3ccc(C(C#N)=C(C#N)C#N)cc3)[C@@H]3C=C[C@@H]2C3)cc1,Sigma-Aldrich,https://www.sigmaaldrich.com/catalog/product/aldrich/572128?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,25.1126,57.7878,11.4861,55.365377060849134,56.157144310319055,61.498032465193546,63.93473920405087,3.1104144416207378,8.022449187188437,12.29960649303871,9.133534172007268
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,Nc1cc(S(=O)(=O)OC(=O)[C@@H]2[C@H](C(=O)OS(=O)(=O)c3cc(N)c4c(O)cc(S(=O)(=O)O)cc4c3)[C@@H]3C=C[C@@H]2C3)cc2cc(S(=O)(=O)O)cc(O)c12,Sigma-Aldrich,https://www.sigmaaldrich.com/catalog/product/aldrich/528765?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,29.3112,49.9304,27.6909,46.12694254695405,56.046986259120125,62.74548660047191,66.05723767105312,2.5914012666828117,8.006712322731447,12.549097320094381,9.436748238721874
